d3d_addr,glide_addr,votes
0x10AA28C4,0x10AC5C1C,1
0x10AA28C8,0x10AC5C20,2
0x10AA28CC,0x10AC5C24,2
0x10AA28D0,0x10AC5C28,3
0x10AA28D8,0x10AC5C30,8
0x10AA28E0,0x10AC5C38,1
0x10AA28E4,0x10AC5C3C,1
0x10AA28E8,0x10AC5C40,8
0x10AA28F0,0x10AC5C48,4
0x10AA28F4,0x10AC5C4C,1
0x10AA28F8,0x10AC5C50,1
0x10AA28FC,0x10AC5C54,2
0x10AA2900,0x10AC5C58,1
0x10AA2904,0x10AC5C5C,93
0x10AA2908,0x10AC5C60,12
0x10AA290C,0x10AC5C64,6
0x10AA2910,0x10AC5C68,3
0x10AA2918,0x10AC5C70,1
0x10AA291C,0x10AC5C74,4
0x10AA2924,0x10AC5C7C,1
0x10AA292C,0x10AC5C84,2
0x10AA2930,0x10AC5C88,3
0x10AA2934,0x10AC5C8C,4
0x10AA2938,0x10AC5C90,4
0x10AA293C,0x10AC5C94,4
0x10AA2940,0x10AC5C98,1
0x10AA2948,0x10AC5CA0,8
0x10AA294C,0x10AC5CA4,2
0x10AA2950,0x10AC5CA8,13
0x10AA2954,0x10AC5CAC,7
0x10AA2958,0x10AC5CB0,3
0x10AA295C,0x10AC5CB4,1
0x10AA2964,0x10AC5CBC,9
0x10AA2968,0x10AC5CC0,5
0x10AA296C,0x10AC5CC4,2
0x10AA2970,0x10AC5CC8,2
0x10AA2974,0x10AC5CCC,2
0x10AA297C,0x10AC5CD4,1
0x10AA2984,0x10AC5CDC,1
0x10AA298C,0x10AC5CE4,1
0x10AA2998,0x10AC5CF0,1
0x10AA29A8,0x10AC5D00,1
0x10AA29AC,0x10AC5D04,2
0x10AA29B0,0x10AC5D08,3
0x10AA29B4,0x10AC5D0C,3
0x10AA29B8,0x10AC5D10,5
0x10AA29BC,0x10AC5D14,1
0x10AA29C0,0x10AC5D18,2
0x10AA29C4,0x10AC5D1C,1
0x10AA29C8,0x10AC5D20,6
0x10AA29D4,0x10AC5D2C,10
0x10AA29D8,0x10AC5D30,14
0x10AA29E0,0x10AC5D38,3
0x10AA29E4,0x10AC5D3C,5
0x10AA29E8,0x10AC5D40,1
0x10AA29EC,0x10AC5D44,1
0x10AA29F4,0x10AC5D4C,2
0x10AA2A00,0x10AC5D58,7
0x10AA2A08,0x10AC5D60,3
0x10AA2A0C,0x10AC5D64,16
0x10AA2A10,0x10AC5D68,4
0x10AA2A14,0x10AC5D6C,4
0x10AA2A18,0x10AC5D70,9
0x10AA2A1C,0x10AC5D74,3
0x10AA2A20,0x10AC5D78,1
0x10AA2A24,0x10AC5D7C,1
0x10AA2A28,0x10AC5D80,2
0x10AA2A34,0x10AC5D8C,3
0x10AA2A38,0x10AC5D90,6
0x10AA2A3C,0x10AC5D94,3
0x10AA2A40,0x10AC5D98,1
0x10AA2A44,0x10AC5D9C,2
0x10AA2A48,0x10AC5DA0,3
0x10AA2A4C,0x10AC5DA4,2
0x10AA2A54,0x10AC5DAC,3
0x10AA2A58,0x10AC5DB0,2
0x10AA2A5C,0x10AC5DB4,3
0x10AA2A60,0x10AC5DB8,2
0x10AA2A64,0x10AC5DBC,2
0x10AA2A68,0x10AC5DC0,2
0x10AA2A78,0x10AC5DD8,6
0x10AA2A80,0x10AC5DE0,5
0x10AA2AF0,0x10AC5E50,1
0x10AA2BDC,0x10AC5F3C,1
0x10AA2BE0,0x10AC5F40,1
0x10AA2CF0,0x10AC6050,1
0x10AA2DAC,0x10AC610C,2
0x10AA2DB4,0x10AC6114,2
0x10AA2E80,0x10AC61E0,18
0x10AA2E88,0x10AC61E8,3
0x10AA3288,0x10AC65E8,3
0x10AA3350,0x10AC66B0,2
0x10AA3353,0x10AC66B3,1
0x10AA3355,0x10AC66B5,1
0x10AA3358,0x10AC66B8,2
0x10AA3388,0x10AC66E8,2
0x10AA3398,0x10AC66F8,4
0x10AA339C,0x10AC66FC,3
0x10AA33A0,0x10AC6700,2
0x10AA33A4,0x10AC6704,3
0x10AA33A8,0x10AC6708,6
0x10AA33AC,0x10AC670C,2
0x10AA33B0,0x10AC6710,6
0x10AA33B4,0x10AC6714,2
0x10AA33B8,0x10AC6718,2
0x10AA33C0,0x10AC6720,6
0x10AA33C4,0x10AC6724,4
0x10AA33C8,0x10AC6728,4
0x10AA33CC,0x10AC672C,4
0x10AA33D0,0x10AC6730,10
0x10AA33D4,0x10AC6734,5
0x10AA33D8,0x10AC6738,1
0x10AA33DC,0x10AC673C,1
0x10AA33E0,0x10AC6740,6
0x10AA33E4,0x10AC6744,7
0x10AA33E8,0x10AC6748,1
0x10AA3440,0x10AC67A0,2
0x10AA3448,0x10AC67A8,2
0x10AA345C,0x10AC67BC,2
0x10AA3470,0x10AC67D0,4
0x10AA3490,0x10AC67F0,1
0x10AA34AC,0x10AC680C,2
0x10AA3760,0x10AC6AC0,1
0x10AA3D50,0x10AC70B0,1
0x10AA4020,0x10AC7380,1
0x10ACD490,0x10AF07F0,4
0x10ACD498,0x10AF07F8,2
0x10ACD4F8,0x10AF0858,6
0x10ACDE98,0x10AF11F8,1
0x10ACDEA8,0x10AF1208,6
0x10ACDFEC,0x10AF134C,1
0x10ACDFF0,0x10AF1350,1
0x10ACED0C,0x10AF206C,1
0x10ACED34,0x10AF2094,22
0x10ACEDA8,0x10AF2108,2
0x10ACEDB0,0x10AF2110,2
0x10ACEE20,0x10AF2180,5
0x10ACEE50,0x10AF21B0,3
0x10ACEE8C,0x10AF21EC,1
0x10ACEE94,0x10AF21F4,2
0x10ACEECC,0x10AF222C,2
0x10ACEF04,0x10AF2264,1
0x10AD05DC,0x10AF393C,3
0x10AD0850,0x10AF3BB0,3
0x10AD0854,0x10AF3BB4,8
0x10AD0855,0x10AF3BB5,8
0x10AD0856,0x10AF3BB6,8
0x10AD0857,0x10AF3BB7,1
0x10AD0868,0x10AF3BC8,1
0x10AD086C,0x10AF3BCC,4
0x10AD0984,0x10AF3CE4,2
0x10AD189C,0x10AF4BFC,2
0x10AF9528,0x10B1C888,1
0x10AF9658,0x10B1C9B8,1
0x10AF96C0,0x10B1CA20,9
0x10AF96C8,0x10B1CA28,1
0x10AF96D4,0x10B1CA34,1
0x10AF9848,0x10B1CBA8,2
0x10AF9888,0x10B1CBE8,13
0x10AF988C,0x10B1CBEC,4
0x10AF9890,0x10B1CBF0,2
0x10AF99DC,0x10B1CD3C,1
0x10AF9B28,0x10B1CE88,4
0x10AF9B2C,0x10B1CE8C,1
0x10AF9B30,0x10B1CE90,1
0x10AF9B38,0x10B1CE98,7
0x10AF9B3C,0x10B1CE9C,2
0x10AF9B40,0x10B1CEA0,2
0x10AF9B44,0x10B1CEA4,5
0x10AF9B58,0x10B1CEB8,7
0x10AF9B5C,0x10B1CEBC,3
0x10AF9B60,0x10B1CEC0,3
0x10AF9B64,0x10B1CEC4,3
0x10AF9B68,0x10B1CEC8,2
0x10AF9B6C,0x10B1CECC,2
0x10AF9B70,0x10B1CED0,7
0x10AF9B74,0x10B1CED4,3
0x10AF9B78,0x10B1CED8,3
0x10AF9B7C,0x10B1CEDC,2
0x10AF9B80,0x10B1CEE0,2
0x10AF9B84,0x10B1CEE4,5
0x10AF9B88,0x10B1CEE8,2
0x10AF9B8C,0x10B1CEEC,5
0x10AF9B90,0x10B1CEF0,4
0x10AF9B94,0x10B1CEF4,4
0x10AF9B98,0x10B1CEF8,4
0x10AF9B9C,0x10B1CEFC,3
0x10AF9BA0,0x10B1CF00,5
0x10AF9BA4,0x10B1CF04,13
0x10AF9BB0,0x10B1CF10,6
0x10AF9BB4,0x10B1CF14,1
0x10AF9BB8,0x10B1CF18,3
0x10AF9BC0,0x10B1CF20,1
0x10AFDBC0,0x10B20F20,1
0x10B01C40,0x10B24FA0,4
0x10B01C44,0x10B24FA4,4
0x10B01C48,0x10B24FA8,4
0x10B01C50,0x10B24FB0,1
0x10B01ED0,0x10B25230,1
0x10B02190,0x10B254F0,1
0x10B022D0,0x10B25630,1
0x10B02434,0x10B25794,2
0x10B02438,0x10B25798,1
0x10B4DF28,0x10B71288,1
0x10B4DF30,0x10B71290,30
0x10B4DFD8,0x10B71338,4
0x10B4E080,0x10B713E0,6
0x10B4E128,0x10B71488,4
0x10B4E1D0,0x10B71530,17
0x10B4E1D4,0x10B71534,22
0x10B4E1D8,0x10B71538,2
0x10B4E1DC,0x10B7153C,1
0x10B4E1E0,0x10B71540,13
0x10B4E1E4,0x10B71544,1
0x10B4E2E8,0x10B71648,12
0x10B4E708,0x10B71A68,9
0x10B4E70C,0x10B71A6C,9
0x10B4E710,0x10B71A70,2
0x10B4E714,0x10B71A74,2
0x10B4E718,0x10B71A78,2
0x10B4E71C,0x10B71A7C,2
0x10B4E720,0x10B71A80,2
0x10B4E724,0x10B71A84,2
0x10B4E728,0x10B71A88,3
0x10B4E72C,0x10B71A8C,2
0x10B4E730,0x10B71A90,2
0x10B4E734,0x10B71A94,2
0x10B4E738,0x10B71A98,2
0x10B4E73C,0x10B71A9C,2
0x10B4E740,0x10B71AA0,4
0x10B4E760,0x10B71AC0,4
0x10B4E7A0,0x10B71B00,1
0x10B4E7A8,0x10B71B08,1
0x10B4E7AC,0x10B71B0C,1
0x10B4E910,0x10B71C70,3
0x10B4E914,0x10B71C74,2
0x10B4FBE8,0x10B72F48,7
0x10B501C8,0x10B73528,1
0x10B501D0,0x10B73530,2
0x10B501D4,0x10B73534,1
0x10B501DF,0x10B7353F,1
0x10B501E0,0x10B73540,4
0x10B502E8,0x10B73648,6
0x10B502EC,0x10B7364C,2
0x10B50308,0x10B73668,2
0x11750308,0x11773668,3
0x11750310,0x11773670,6
0x11750314,0x11773674,2
0x11750318,0x11773678,1
0x11750330,0x11773690,2
0x11750338,0x11773698,5
0x1175033C,0x1177369C,1
0x11754E38,0x11778198,5
0x11754E3C,0x1177819C,5
0x11754E40,0x117781A0,1
0x11754E44,0x117781A4,1
0x11754E48,0x117781A8,1
0x11754E50,0x117781B0,1
0x11754E54,0x117781B4,1
0x11755490,0x117787F0,5
0x11755494,0x117787F4,5
0x11755498,0x117787F8,4
0x1175549C,0x117787FC,5
0x117554A0,0x11778800,6
0x117554A4,0x11778804,1
0x117554A8,0x11778808,2
0x117554C0,0x11778820,2
0x117554C8,0x11778828,4
0x117554CC,0x1177882C,1
0x117554D0,0x11778830,1
0x117554D4,0x11778834,1
0x117554D8,0x11778838,3
0x117554DC,0x1177883C,1
0x117554E0,0x11778840,5
0x117554E4,0x11778844,4
0x117554E8,0x11778848,1
0x11782BA8,0x117A5F08,6
0x11782BAC,0x117A5F0C,3
0x11782BB0,0x117A5F10,3
0x11782BB4,0x117A5F14,3
0x11782BB8,0x117A5F18,3
0x11782BBC,0x117A5F1C,3
0x11782BC8,0x117A5F28,1
0x11782CD0,0x117A6030,1
0x11786828,0x117A9B88,26
0x1178682C,0x117A9B8C,6
0x11786834,0x117A9B94,8
0x11786854,0x117A9BB4,19
0x11786858,0x117A9BB8,2
0x1178685C,0x117A9BBC,1
0x1178685D,0x117A9BBD,1
0x1178685E,0x117A9BBE,1
0x11786860,0x117A9BC0,2
0x11786880,0x117A9BE0,5
0x117868F8,0x117A9C58,1
0x11786D80,0x117AA0E0,10
0x11786D84,0x117AA0E4,1
0x11787184,0x117AA4E4,1
0x11787188,0x117AA4E8,3
0x1178718C,0x117AA4EC,3
0x11787190,0x117AA4F0,3
0x11787194,0x117AA4F4,2
0x1178FEE8,0x117B3248,7
0x1178FEEC,0x117B324C,2
0x1178FEF0,0x117B3250,5
0x1178FEF8,0x117B3258,8
0x1178FEFC,0x117B325C,1
0x1178FF00,0x117B3260,2
0x1178FF14,0x117B3274,3
0x1178FF18,0x117B3278,1
0x1178FF24,0x117B3284,2
0x1178FF28,0x117B3288,1
0x1178FF2C,0x117B328C,1
0x1178FF2D,0x117B328D,1
0x1178FF2E,0x117B328E,1
0x11790454,0x117B37B4,1
0x11790854,0x117B3BB4,1
0x11826AF8,0x11849E58,2
0x11826B00,0x11849E60,13
0x11826B04,0x11849E64,1
0x11826B48,0x11849EA8,4
0x11826BD0,0x11849F30,7
0x11828D10,0x1184C070,6
0x11828D14,0x1184C074,2
0x11828D18,0x1184C078,3
0x11828D1C,0x1184C07C,4
0x11828D20,0x1184C080,2
0x11828D28,0x1184C088,4
0x11828D2C,0x1184C08C,4
0x11828D34,0x1184C094,2
0x11828E88,0x1184C1E8,3
0x11828E8C,0x1184C1EC,1
0x11828F00,0x1184C260,5
0x11828F08,0x1184C268,13
0x11828F44,0x1184C2A4,1
0x11828F48,0x1184C2A8,5
0x11828F50,0x1184C2B0,10
0x11828FE4,0x1184C344,7
0x118290F4,0x1184C454,2
0x118290F8,0x1184C458,24
0x118290FC,0x1184C45C,19
0x11829108,0x1184C468,2
0x11829110,0x1184C470,1
0x11829314,0x1184C474,1
0x1182931C,0x1184C478,1
0x11829324,0x1184C480,1
0x11829328,0x1184C484,1
0x11829370,0x1186C488,1
0x11829838,0x1186C950,2
0x1182983C,0x1186C954,2
0x11829840,0x1186C958,1
0x11829850,0x1186C968,1
0x118A9870,0x118EC988,2
0x118A9878,0x118EC990,6
0x118A9880,0x118EC998,2
0x118A9884,0x118EC99C,2
0x118AA080,0x118ED198,2
0x118AA084,0x118ED19C,4
0x118AA094,0x118ED1AC,1
0x118AA098,0x118ED1B0,6
0x118AA0A0,0x118ED1B8,7
0x118AA0A4,0x118ED1BC,1
0x118AA0AC,0x118ED1C4,1
0x118AA0B0,0x118ED1C8,7
0x118AA0B8,0x118ED1D0,2
0x118AA0BC,0x118ED1D4,5
0x118AA0C0,0x118ED1D8,6
0x118AA0C4,0x118ED1DC,5
0x118AA0C8,0x118ED1E0,4
0x118AA0CC,0x118ED1E4,1
0x118AA0D8,0x118ED1F0,1
0x118AA0F8,0x118ED210,1
0x118AA8F8,0x118EDA10,1
0x118AB0F8,0x118EE210,1
0x118AB118,0x118EE230,3
0x118AB120,0x118EE238,3
0x118AB124,0x118EE23C,2
0x118AB128,0x118EE240,2
0x118AB12C,0x118EE244,4
0x118AB130,0x118EE248,2
0x118AB134,0x118EE24C,3
0x118AB138,0x118EE250,2
0x118AB13C,0x118EE254,1
0x118AB140,0x118EE258,2
0x118AB144,0x118EE25C,4
0x118AB150,0x118EE268,1
0x118AB160,0x118EE278,1
0x118AB880,0x118EE998,3
0x118AB884,0x118EE99C,1
0x118AB888,0x118EE9A0,1
0x118AB88C,0x118EE9A4,1
0x118AB890,0x118EE9A8,1
0x118AB894,0x118EE9AC,1
0x118AB898,0x118EE9B0,1
0x118AB89C,0x118EE9B4,1
0x118AB8A0,0x118EE9B8,1
0x118AB8A4,0x118EE9BC,1
0x118AB8A8,0x118EE9C0,1
0x118AB8AC,0x118EE9C4,1
0x118AB8B0,0x118EE9C8,1
0x118AB8B4,0x118EE9CC,2
0x118AB8B8,0x118EE9D0,10
0x118ABAB8,0x118EEBD0,15
0x118ABAC0,0x118EEBD8,2
0x118ABAC4,0x118EEBDC,1
0x118ABAC8,0x118EEBE0,1
0x118ABACC,0x118EEBE4,1
0x118ABAD0,0x118EEBE8,6
0x118ABAD4,0x118EEBEC,8
0x118ABAD8,0x118EEBF0,5
0x118ABAE0,0x118EEBF8,7
0x118ABAE4,0x118EEBFC,6
0x118ABAE8,0x118EEC00,6
0x118ABB10,0x118EEC28,3
0x118ABD08,0x118EEE20,2
0x118ABD0C,0x118EEE24,2
0x118ABD10,0x118EEE28,2
0x118ABD14,0x118EEE2C,1
0x118ABD18,0x118EEE30,1
0x118ABD1C,0x118EEE34,1
0x118ABD20,0x118EEE38,1
0x118ABD24,0x118EEE3C,1
0x118ABD28,0x118EEE40,1
0x118ABD2C,0x118EEE44,1
0x118ABD30,0x118EEE48,1
0x118ABD34,0x118EEE4C,1
0x118ABD38,0x118EEE50,7
0x118ABD3C,0x118EEE54,6
0x118ABD40,0x118EEE58,6
0x118ABD50,0x118EEE68,3
0x118ABD70,0x118EEE88,9
0x118ABD78,0x118EEE90,5
0x118ABD7C,0x118EEE94,8
0x118ABD80,0x118EEE98,15
0x118ABD88,0x118EEEA0,3
0x118ABD8C,0x118EEEA4,1
0x118ABD90,0x118EEEA8,2
0x118ABD94,0x118EEEAC,1
0x118ABD98,0x118EEEB0,1
0x118ABD9C,0x118EEEB4,1
0x118ABDA0,0x118EEEB8,1
0x118ABDA4,0x118EEEBC,1
0x118ABDA8,0x118EEEC0,1
0x118ABDAC,0x118EEEC4,1
0x118ABDB0,0x118EEEC8,1
0x118ABDB4,0x118EEECC,1
0x118ABDB8,0x118EEED0,1
0x118ABDBC,0x118EEED4,11
0x118ABDC0,0x118EEED8,1
0x118ABDCC,0x118EEEE4,2
0x118ABDD0,0x118EEEE8,10
0x118ABDD4,0x118EEEEC,25
0x118ABDD8,0x118EEEF0,6
0x118ABDE0,0x118EEEF8,2
0x118ABDE4,0x118EEEFC,2
0x118ABDE8,0x118EEF00,4
0x118ABDEC,0x118EEF04,6
0x118ABDF0,0x118EEF08,1
0x118ABDF8,0x118EEF10,4
0x118ABDFC,0x118EEF14,4
0x118ABE00,0x118EEF18,6
0x118ABE20,0x118EEF1C,1
0x118AC2C0,0x118EEF28,1
0x118AC720,0x118EEF40,2
0x118AC728,0x118EEF48,10
0x118AC72C,0x118EEF4C,9
0x118AC730,0x118EEF50,1
0x118AC734,0x118EEF54,7
0x118AC740,0x118EEF60,5
0x118AC744,0x118EEF64,4
0x118AC74C,0x118EEF6C,3
0x118AC758,0x118EEF78,1
0x118AC75C,0x118EEF7C,1
0x118AC764,0x118EEF84,1
0x118AC770,0x118EEF90,4
0x118AC774,0x118EEF94,4
0x118AC778,0x118EEF98,1
0x118AC77C,0x118EEF9C,6
0x118AC788,0x118EEFA8,1
0x118AC78C,0x118EEFAC,1
0x118AC794,0x118EEFB4,1
0x118ACA68,0x118EF178,2
0x118AE3D0,0x118F0420,1
0x118AE3D4,0x118F0418,1
0x118AE3DC,0x118F041C,1
0x118AE40C,0x118F043C,1
0x118AE418,0x118F0440,1
0x118AE430,0x118F0488,1
0x118AE434,0x118F0484,3
0x118AE438,0x118F0480,3
0x118AE43C,0x118F047C,7
0x118AE440,0x118F048C,2
0x118AE444,0x118F0460,1
0x118AE448,0x118F0490,2
0x118AE454,0x118F0468,2
0x118AE458,0x118F0464,2
0x118AE45C,0x118F04A8,7
0x118AE460,0x118F0498,2
0x118AE464,0x118F049C,1
0x118AE468,0x118F04A0,1
0x118AE46C,0x118F04A4,11
0x118AE470,0x118F04AC,13
0x118AE474,0x118F04B0,11
0x118AE478,0x118F0454,23
0x118AE47C,0x118F0450,22
0x118AE480,0x118F04C0,26
0x118AE484,0x118F04B4,1
0x118AE488,0x118F0474,2
0x118AE48C,0x118F0478,1
0x118AE490,0x118F044C,37
0x118AE53C,0x118F0494,4
0x118AE540,0x118F045C,4
0x118AE544,0x118F0458,9
0x118AE548,0x118F04C4,3
0x118AE560,0x118F04C8,1
0x118AE564,0x118F04BC,52
0x118AE568,0x118F04B8,14
0x118AE5CC,0x118F0648,2
0x118AE5D0,0x118F05E8,3
0x118AE5D4,0x118F05F4,3
0x118AE5DC,0x118F05E4,1
0x118AE5E0,0x118F05E0,1
0x118AE5E4,0x118F0644,1
0x118AE5E8,0x118F063C,1
0x118AE5EC,0x118F05D8,2
0x118AE5F0,0x118F05DC,1
0x118AE5F4,0x118F05C0,1
0x118AE5F8,0x118F05CC,1
0x118AE5FC,0x118F05D0,1
0x118AE604,0x118F05C8,1
0x118AE654,0x118F0640,1
0x118AE658,0x118F05F8,1
0x118AE65C,0x118F05FC,1
0x118AE660,0x118F064C,3
0x118AE664,0x118F05D4,1
0x118AE668,0x118F05C4,1
0x118AE66C,0x118F05EC,1
0x118AE67C,0x118F066C,1
0x118AE680,0x118F065C,1
0x118AE684,0x118F0660,1
0x118AE688,0x118F0664,1
0x118AE68C,0x118F0668,1
0x118AE690,0x118F0654,2
0x118AE694,0x118F0670,1
0x118AE698,0x118F0674,2
0x118AE69C,0x118F0678,1
0x118AE6A0,0x118F067C,1
0x118AE6A4,0x118F0680,1
0x118AE6A8,0x118F0684,5
0x118AE6AC,0x118F0658,1
0x118AE6BC,0x118F0730,3
