d3d_va,glide_va,size,class,matched_by
0x10045860,0x1003EC10,32,shared,body
0x10045880,0x1003EC10,32,shared,body
0x100458A0,0x1003EC10,32,shared,body
0x100458C0,0x1003EC10,32,shared,body
0x100458E0,0x1003EC10,32,shared,body
0x10045900,0x1003ED90,244,shared,body
0x10045A00,,147,d3d_only,
0x10045AA0,0x1003EF40,72,shared,body
0x10045AF0,0x1003C7B0,201,shared,body
0x10045BC0,0x1003C7B0,201,shared,body
0x10045C90,0x1003F130,293,shared,body
0x10045DC0,0x1003F260,212,shared,body
0x10045EA0,0x1003C7B0,201,shared,body
0x10045F70,0x1003F130,293,shared,body
0x100460A0,0x1003C7B0,201,shared,body
0x10046170,0x1003F610,239,shared,body
0x10046260,0x1003F700,284,shared,body
0x10046380,0x1003F820,57,shared,body
0x100463C0,0x1003E1C0,56,shared,body
0x10046400,0x1003F8A0,74,shared,body
0x10046450,0x1003D510,66,shared,body
0x100464A0,0x1003E1C0,56,shared,body
0x100464E0,0x1003E1C0,56,shared,body
0x10046520,0x1003E1C0,56,shared,body
0x10046560,0x1003FA00,61,shared,body
0x100465A0,0x1003E1C0,56,shared,body
0x100465E0,0x1003E1C0,56,shared,body
0x10046620,0x1003D510,66,shared,body
0x10046670,0x1003D510,66,shared,body
0x100466C0,0x1003FB10,76,shared,body
0x10046710,0x1003E1C0,56,shared,body
0x10046750,0x1003E1C0,56,shared,body
0x10046790,0x1003FBE0,158,shared,body
0x10046830,0x1003E1C0,56,shared,body
0x10046870,0x1003FBE0,158,shared,body
0x10046910,0x1003E1C0,56,shared,body
0x10046950,0x1003FBE0,158,shared,body
0x100469F0,0x1003E1C0,56,shared,body
0x10046A30,0x1003FBE0,158,shared,body
0x10046AD0,0x1003E1C0,56,shared,body
0x10046B10,0x1003FBE0,158,shared,body
0x10046BB0,0x1003E1C0,56,shared,body
0x10046BF0,0x1003FBE0,158,shared,body
0x10046C90,0x1003E1C0,56,shared,body
0x10046CD0,0x1003D510,66,shared,body
0x10046D20,0x1003D510,66,shared,body
0x10046D70,0x100401C0,76,shared,body
0x10046DC0,0x100401C0,76,shared,body
0x10046E10,0x10040260,146,shared,body
0x10046EB0,0x1003FBE0,158,shared,body
0x10046F50,0x100403A0,13,shared,body
0x10046F60,0x100403B0,90,shared,body
0x10046FC0,0x100403A0,13,shared,body
0x10046FD0,0x10040420,119,shared,body
0x10047050,0x100403A0,13,shared,body
0x10047060,0x1003E1C0,56,shared,body
0x100470A0,0x1003E1C0,56,shared,body
0x100470E0,0x1003E1C0,56,shared,body
0x10047120,0x10040570,132,shared,body
0x100471B0,0x10040600,55,shared,body
0x100471F0,0x10040640,32,shared,body
0x10047210,0x10040660,63,shared,body
0x10047250,0x10040660,63,shared,body
0x10047290,0x100406E0,161,shared,body
0x10047340,0x10040790,32,shared,body
0x10047360,0x100407B0,251,shared,body
0x100474B0,0x10040AF0,19,shared,body
0x100474D0,0x10040900,36,shared,body
0x10047500,0x10040900,36,shared,body
0x10047530,0x10040900,36,shared,body
0x10047560,0x10040990,35,shared,body
0x10047590,0x10040900,36,shared,body
0x100475C0,0x10040900,36,shared,body
0x100475F0,0x10040A20,24,shared,body
0x10047610,0x10040A40,71,shared,body
0x10047660,,89,d3d_only,
0x100476C0,0x10040B10,478,shared,body
0x100478A0,0x100087A0,30,shared,body
0x100478C0,0x10040D10,97,shared,body
0x10047930,0x10040D80,79,shared,body
0x10047980,0x10040DD0,65,shared,body
0x100479D0,0x10040E20,51,shared,body
0x10047A10,0x10040E60,68,shared,body
0x10047A60,0x10040EB0,587,shared,prefix
0x10047CB0,0x10041100,48,shared,body
0x10047CE0,0x10041130,38,shared,body
0x10047D10,0x10041160,30,shared,body
0x10047D30,0x10041180,373,shared,body
0x10047EB0,0x10041300,247,shared,body
0x10047FB0,0x10041400,92,shared,body
0x10048010,0x10041460,70,shared,body
0x10048060,0x100414B0,52,shared,body
0x100480A0,0x100414F0,218,shared,body
0x10048180,0x100415D0,738,shared,body
0x10048470,0x100418C0,77,shared,body
0x100484C0,0x100087A0,30,shared,body
0x100484F0,0x10041940,64,shared,body
0x10048530,0x10041980,468,shared,body
0x10048710,,310,d3d_only,
0x10048850,0x100087A0,30,shared,body
0x10048870,0x10041CC0,63,shared,body
0x100488B0,0x10041D00,11,shared,body
0x100488C0,0x10041D10,160,shared,body
0x10048960,,60,d3d_only,
0x100489A0,0x10041DD0,249,shared,body
0x10048AA0,0x10041ED0,119,shared,body
0x10048B20,0x10041F50,1668,shared,prefix
0x100491B0,0x100425E0,2659,shared,body
0x10049C20,0x10043050,794,shared,body
0x10049F40,0x10043370,800,shared,body
0x1004A260,0x10043370,800,shared,body
0x1004A580,0x100439B0,3746,shared,body
0x1004B430,0x10044860,2439,shared,body
0x1004BDC0,0x100451F0,1749,shared,body
0x1004C4A0,0x100458D0,1565,shared,body
0x1004CAC0,0x10045EF0,1834,shared,body
0x1004D1F0,,1092,d3d_only,
0x1004D640,,1210,d3d_only,
0x1004DB00,0x100469B0,1210,shared,body
0x1004DFC0,0x10046E70,2114,shared,prefix
0x1004E810,0x100476C0,24,shared,body
0x1004E830,0x100476E0,2679,shared,body
0x1004F2B0,0x10048160,1091,shared,body
0x1004F700,0x100485B0,2387,shared,prefix
0x10050060,0x10048F10,2433,shared,body
0x100509F0,0x100498A0,3990,shared,prefix
0x10051990,0x1004A840,923,shared,body
0x10051D30,0x1004ABE0,760,shared,body
0x10052030,0x1004AEE0,3862,shared,body
0x10052F50,0x1004BE00,3475,shared,body
0x10053CF0,0x1004CBA0,3669,shared,prefix
0x10054B50,0x1004DA00,3394,shared,body
0x100558A0,0x1004E750,2877,shared,body
0x100563E0,0x1004F290,1570,shared,body
0x10056A10,0x1004F8C0,1498,shared,body
0x10056FF0,0x1004FEA0,1532,shared,body
0x100575F0,0x100504A0,1558,shared,body
0x10057C10,0x10050AC0,2701,shared,body
0x100586A0,0x10051550,35,shared,body
0x100586D0,0x10051580,40,shared,body
0x10058700,0x100515B0,72,shared,body
0x10058750,0x10051600,4109,shared,body
0x10059760,0x10052610,1091,shared,body
0x10059BB0,0x10052A60,2863,shared,body
0x1005A6E0,0x10053590,1932,shared,body
0x1005AE70,,304,d3d_only,
0x1005AFA0,,167,d3d_only,
0x1005B050,0x10053E70,77,shared,body
0x1005B0A0,0x100087A0,30,shared,body
0x1005B0D0,0x10053EF0,140,shared,prefix
0x1005B160,0x10053F80,153,shared,prefix
0x1005B200,0x10054020,80,shared,body
0x1005B250,0x10054070,86,shared,body
0x1005B2B0,0x100540D0,212,shared,body
0x1005B390,0x100541B0,196,shared,body
0x1005B460,0x10054280,219,shared,body
0x1005B540,0x10054360,37,shared,body
0x1005B570,0x10054390,441,shared,prefix
0x1005B730,0x10054550,112,shared,body
0x1005B7A0,0x100545C0,59,shared,body
0x1005B7F0,0x10054610,218,shared,body
0x1005B8D0,0x100087A0,30,shared,body
0x1005B8F0,0x10054710,28,shared,body
0x1005B910,0x10054730,618,shared,body
0x1005BB80,0x100549A0,132,shared,body
0x1005BC10,0x10054A30,997,shared,prefix
0x1005C000,0x10054E20,510,shared,body
0x1005C200,0x10055020,110,shared,body
0x1005C270,0x10055090,73,shared,body
0x1005C2C0,0x100550E0,581,shared,body
0x1005C510,0x10055330,117,shared,body
0x1005C590,0x100553B0,1453,shared,body
0x1005CB40,0x10055960,68,shared,body
0x1005CB90,0x100559B0,82,shared,body
0x1005CBF0,0x100087A0,30,shared,body
0x1005CC20,,162,d3d_only,
0x1005CCD0,0x10055AF0,343,shared,prefix
0x1005CE30,,236,d3d_only,
0x1005CF20,,380,d3d_only,
0x1005D0A0,,101,d3d_only,
0x1005D110,0x10055F40,803,shared,prefix
0x1005D440,,8349,d3d_only,
0x1005F4E0,,73,d3d_only,
0x1005F530,,68,d3d_only,
0x1005F580,,18,d3d_only,
0x1005F5A0,,237,d3d_only,
0x1005F690,,362,d3d_only,
0x1005F800,0x10058540,309,shared,body
0x1005F940,0x10058680,629,shared,prefix
0x1005FBC0,0x10058900,289,shared,prefix
0x1005FCF0,0x10058A30,183,shared,body
0x1005FDB0,,333,d3d_only,
0x1005FF30,0x10058FA0,41,shared,body
0x1005FF60,0x10058FD0,67,shared,body
0x1005FFB0,0x10059020,23,shared,body
0x1005FFD0,0x10059040,28,shared,body
0x1005FFF0,0x10059060,56,shared,body
0x10060030,0x100590A0,33,shared,body
0x10060060,0x100590D0,419,shared,body
0x10060210,0x10059280,71,shared,body
0x10060260,0x100592D0,18,shared,body
0x10060280,0x100592F0,35,shared,body
0x100602B0,0x10059320,34,shared,body
0x100602E0,0x10059350,181,shared,body
0x100603A0,0x10059410,939,shared,body
0x10060750,0x100597C0,48,shared,body
0x10060780,0x100597F0,43,shared,body
0x100607B0,0x10059820,554,shared,body
0x100609E0,0x10059A50,44,shared,body
0x10060A10,0x10059A80,673,shared,body
0x10060CC0,0x10059D30,129,shared,body
0x10060D50,0x10059DC0,29,shared,body
0x10060D70,0x10059DE0,28,shared,body
0x10060D90,0x10059E00,46,shared,body
0x10060DC0,0x10059DC0,29,shared,body
0x10060DE0,0x10059DE0,28,shared,body
0x10060E00,0x10059E70,136,shared,body
0x10060EA0,,89,d3d_only,
0x10060F00,0x10059F70,102,shared,body
0x10060F70,0x10059FE0,63,shared,body
0x10060FB0,0x1005A020,72,shared,body
0x10061010,,396,d3d_only,
0x100611A0,0x1005A210,101,shared,body
0x10061210,,119,d3d_only,
0x10061290,0x1005A300,286,shared,prefix
0x100613B0,,71,d3d_only,
0x10061400,,86,d3d_only,
0x10061460,0x1005A4E0,30,shared,body
0x10061480,0x1005A500,297,shared,body
0x100615B0,0x1005A630,105,shared,body
0x10061620,,56,d3d_only,
0x10061660,0x1005A6E0,82,shared,body
0x100616C0,0x1005A740,53,shared,body
0x10061700,0x1005A780,30,shared,body
0x10061720,0x1005A7A0,1206,shared,body
0x10061BE0,0x1005AC60,119,shared,body
0x10061C60,0x1005ACE0,776,shared,body
0x10061F70,0x1005AFF0,3226,shared,prefix
0x10062C50,0x1005BCC0,1909,shared,body
0x100633E0,0x1005C450,62,shared,body
0x10063420,0x1005C490,201,shared,body
0x100634F0,0x1005C560,368,shared,body
0x10063660,0x1005C6D0,468,shared,body
0x10063840,0x1005C8B0,1951,shared,body
0x10063FE0,0x1005D050,9,shared,body
0x10063FF0,0x1005D060,856,shared,prefix
0x10064350,0x1005D3C0,937,shared,body
0x10064700,0x1005D770,3858,shared,body
0x10065620,0x1005D050,9,shared,body
0x10065630,0x1005E6A0,216,shared,body
0x10065710,0x1005E780,34,shared,body
0x10065740,0x1005E7B0,979,shared,body
0x10065B20,0x1005EB90,345,shared,body
0x10065C80,0x1005ECF0,204,shared,body
0x10065D50,0x1005EDC0,1110,shared,body
0x100661B0,0x1005F220,233,shared,body
0x100662A0,0x1005F310,538,shared,body
0x100664C0,,75,d3d_only,
0x10066510,,258,d3d_only,
0x10066620,0x1005F690,43,shared,body
0x10066650,0x1005F6C0,2103,shared,prefix
0x10066E90,,2534,d3d_only,
0x10067880,0x100608F0,117,shared,prefix
0x10067900,0x10060970,60,shared,body
0x10067940,0x100609B0,29,shared,body
0x10067960,0x100609D0,24,shared,body
0x10067980,0x100609F0,21,shared,body
0x100679A0,0x10060A10,19,shared,body
0x100679C0,0x10060A30,286,shared,body
0x10067AE0,0x10060B50,216,shared,body
0x10067BC0,0x10060C30,380,shared,body
0x10067D40,0x10060DB0,50,shared,body
0x10067D80,0x10060DF0,11,shared,body
0x10067D90,0x10060E00,11,shared,body
0x10067DA0,0x10060E10,24,shared,body
0x10067DC0,0x10060E30,143,shared,body
0x10067E50,0x10060EC0,120,shared,body
0x10067ED0,0x10060F40,683,shared,body
0x10068180,0x100611F0,102,shared,body
0x10068210,0x10061280,70,shared,body
0x10068260,0x100612D0,62,shared,body
0x100682A0,0x10061310,273,shared,body
0x100683C0,0x10061430,11,shared,body
0x100683D0,0x10061440,37,shared,body
0x10068400,0x10061470,2757,shared,body
0x10068EF0,0x10061F60,1073,shared,body
0x10069330,0x100623A0,58,shared,body
0x10069370,0x100623E0,286,shared,body
0x10069490,0x10062500,77,shared,body
0x100694E0,0x10062550,77,shared,body
0x10069530,0x100625A0,77,shared,body
0x10069580,0x100625F0,18,shared,body
0x100695A0,0x10062610,41,shared,body
0x100695D0,0x10062640,363,shared,body
0x10069740,0x100627B0,102,shared,body
0x100697C0,0x10062830,18,shared,body
0x100697E0,0x10062850,23,shared,body
0x10069800,0x10062870,49,shared,body
0x10069840,0x100628B0,525,shared,body
0x10069A50,0x10019800,10,shared,body
0x10069A60,0x10019810,10,shared,body
0x10069A70,0x10019820,14,shared,body
0x10069A80,0x10019810,10,shared,body
0x10069A90,0x10062B00,12,shared,body
0x10069AA0,0x10062B10,103,shared,body
0x10069B10,0x10062B80,169,shared,body
0x10069BC0,0x10062C30,98,shared,body
0x10069C30,0x10062CA0,87,shared,body
0x10069C90,0x10062D00,330,shared,body
0x10069DE0,0x10062E50,524,shared,body
0x10069FF0,,1194,d3d_only,
0x1006A4A0,,1023,d3d_only,
0x1006A8A0,0x10063860,212,shared,body
0x1006A990,,43,d3d_only,
0x1006A9C0,,90,d3d_only,
0x1006AA20,0x100639D0,36,shared,body
0x1006AA50,0x10063A00,51,shared,body
0x1006AA90,0x10030F40,11,shared,body
0x1006AAB0,0x10063A60,103,shared,body
0x1006AB20,0x10063AD0,111,shared,body
0x1006ABA0,0x10063B50,12,shared,body
0x1006ABB0,0x10063B60,17,shared,body
0x1006ABD0,0x10063B80,282,shared,body
0x1006ACF0,0x10063CA0,21,shared,body
0x1006AD10,0x10063CC0,215,shared,body
0x1006AE00,0x10063DB0,20,shared,body
0x1006AE20,0x10063DD0,134,shared,body
0x1006AEB0,0x10063E60,310,shared,body
0x1006AFF0,0x10063FA0,382,shared,body
0x1006B170,,238,d3d_only,
0x1006B260,0x10064210,223,shared,body
0x1006B340,0x100642F0,228,shared,body
0x1006B430,0x100643E0,218,shared,body
0x1006B510,0x100644C0,214,shared,body
0x1006B5F0,0x100645A0,3070,shared,prefix
0x1006C1F0,,1354,d3d_only,
0x1006C740,0x100656F0,599,shared,body
0x1006C9A0,0x10065950,41,shared,body
0x1006C9D0,0x10065980,760,shared,body
0x1006CCD0,0x10065C80,1448,shared,body
0x1006D280,0x10066230,38,shared,body
0x1006D2B0,0x10066260,644,shared,body
0x1006D540,,278,d3d_only,
0x1006D660,0x10066610,492,shared,body
0x1006D850,0x10066800,332,shared,body
0x1006D9A0,0x10066950,322,shared,prefix
0x1006DAF0,0x10066AA0,35,shared,body
0x1006DB20,0x10066AD0,669,shared,body
0x1006DDC0,0x10066D70,1782,shared,prefix
0x1006E4C0,0x10067470,668,shared,prefix
0x1006E760,0x10067710,1301,shared,body
0x1006EC80,0x10067C30,762,shared,body
0x1006EF80,0x10067F30,305,shared,body
0x1006F0C0,0x10068070,581,shared,prefix
0x1006F310,0x100682C0,389,shared,prefix
0x1006F4A0,0x10068450,134,shared,body
0x1006F540,0x100684F0,265,shared,body
0x1006F650,0x10068600,200,shared,body
0x1006F720,0x100686D0,551,shared,body
0x1006F950,0x10068900,1651,shared,prefix
0x1006FFD0,0x10068F80,1444,shared,body
0x10070580,0x10069530,106,shared,body
0x10070610,,898,d3d_only,
0x100709A0,,333,d3d_only,
0x10070AF0,,870,d3d_only,
0x10070E60,0x10069DC0,19,shared,body
0x10070E80,,665,d3d_only,
0x10071120,0x1006A070,15,shared,body
0x10071130,,624,d3d_only,
0x100713A0,0x1006A310,12,shared,body
0x100713C0,0x1006A330,177,shared,body
0x10071480,0x1006A3F0,79,shared,body
0x100714D0,0x1006A440,61,shared,body
0x10071510,0x1006A480,61,shared,body
0x10071550,0x1006A4C0,16,shared,body
0x10071560,0x1006A4D0,100,shared,body
0x100715D0,0x10019800,10,shared,body
0x100715E0,0x1006A550,28,shared,body
0x10071600,0x10019820,14,shared,body
0x10071610,0x1006A580,23,shared,body
0x10071630,0x1006A5A0,69,shared,body
0x10071680,0x1006A5F0,84,shared,body
0x100716E0,0x1006A650,400,shared,body
0x10071870,0x1006A7E0,746,shared,prefix
0x10071B60,0x1006AAD0,30,shared,body
0x10071B80,0x1006AAF0,110,shared,body
0x10071BF0,0x1006AB60,27,shared,body
0x10071C10,0x1006AB80,803,shared,body
0x10071F40,0x1006AEB0,234,shared,body
0x10072030,0x1006AFA0,71,shared,body
0x10072080,0x1006AFF0,144,shared,body
0x10072110,,83,d3d_only,
0x10072170,0x1006B0E0,250,shared,body
0x10072270,0x1006B1E0,92,shared,body
0x100722D0,0x1006B240,370,shared,body
0x10072450,0x1006B3C0,56,shared,body
0x10072490,0x1006B400,31,shared,body
0x100724B0,0x1006B420,21,shared,body
0x100724D0,0x1006B440,79,shared,body
0x10072520,0x1006B490,35,shared,body
0x10072550,0x1006B4C0,37,shared,body
0x10072580,0x1006B4F0,63,shared,body
0x100725C0,0x1006B530,128,shared,body
0x10072640,0x1006B5B0,64,shared,body
0x10072680,0x1006B5F0,118,shared,body
0x10072700,0x1006B670,66,shared,body
0x10072750,0x1006B6C0,32,shared,body
0x10072770,0x1006B6E0,75,shared,body
0x100727C0,0x1006B730,89,shared,body
0x10072820,0x1006B790,235,shared,body
0x10072910,0x1006B880,201,shared,body
0x100729E0,0x1006B950,21,shared,body
0x10072A00,0x1006B970,111,shared,body
0x10072A70,0x1006B9E0,26,shared,body
0x10072A90,0x1006BA00,96,shared,body
0x10072AF0,0x1006BA60,21,shared,body
0x10072B10,0x1006BA80,29,shared,body
0x10072B30,0x1006B6E0,75,shared,body
0x10072B80,0x1006BAF0,27,shared,body
0x10072BA0,0x1006BB10,72,shared,body
0x10072BF0,0x1006BB60,48,shared,body
0x10072C20,0x1006BB90,124,shared,body
0x10072CA0,0x1006BC10,352,shared,prefix
0x10072E00,0x1006BD70,90,shared,body
0x10072E60,0x1006BDD0,379,shared,body
0x10072FE0,0x1006BF50,61,shared,body
0x10073020,0x1006BF90,54,shared,body
0x10073060,0x1006BFD0,29,shared,body
0x10073080,0x1006BFF0,31,shared,body
0x100730A0,0x1006C010,635,shared,body
0x10073320,0x1006C290,459,shared,body
0x100734F0,0x1006C460,109,shared,body
0x10073560,0x1006C4D0,450,shared,body
0x10073730,0x1006C6A0,176,shared,body
0x100737E0,,60,d3d_only,
0x10073820,,291,d3d_only,
0x10073950,,46,d3d_only,
0x10073980,0x1006C820,46,shared,body
0x100739B0,0x1006C850,46,shared,body
0x100739E0,0x1006C880,46,shared,body
0x10073A10,,167,d3d_only,
0x10073AC0,0x1006C910,52,shared,body
0x10073B00,0x1006C950,57,shared,body
0x10073B40,0x1006CD80,22,shared,body
0x10073B60,0x1006CDA0,29,shared,body
0x10073B80,0x1006CDC0,14,shared,body
0x10073B90,0x1006CDD0,14,shared,body
0x10073BA0,0x1006CDE0,24,shared,body
0x10073BC0,0x1006CE00,23,shared,body
0x10073BE0,0x1006CE20,33,shared,body
0x10073C10,0x1006CE50,44,shared,body
0x10073C40,0x1006CE80,73,shared,body
0x10073C90,0x1006CED0,133,shared,body
0x10073D20,0x1006CF60,19,shared,body
0x10073D40,0x1006CF80,25,shared,body
0x10073D60,0x1006CFA0,32,shared,body
0x10073D80,0x1006CFC0,52,shared,body
0x10073DC0,0x1006D000,70,shared,body
0x10073E10,0x1006D050,88,shared,body
0x10073E70,0x1006D0B0,164,shared,body
0x10073F20,0x1006D160,22,shared,body
0x10073F40,0x1006D180,12,shared,body
0x10073F60,,208,d3d_only,
0x10074030,0x1006D280,27,shared,body
0x10074050,,49,d3d_only,
0x10074090,0x1006D2E0,288,shared,prefix
0x100741B0,0x1006D410,148,shared,body
0x10074250,0x1006D4B0,113,shared,body
0x100742D0,0x1006D530,206,shared,body
0x100743A0,0x1006D600,169,shared,body
0x10074450,0x1006D6B0,405,shared,body
0x100745F0,0x1006D850,239,shared,body
0x100746E0,0x1006D940,54,shared,body
0x10074720,0x1006D980,67,shared,body
0x10074770,0x1006D9D0,67,shared,body
0x100747C0,0x1006DA20,100,shared,body
0x10074830,0x1006DA90,60,shared,body
0x10074870,0x1006DAD0,349,shared,body
0x100749D0,0x1006DC30,59,shared,body
0x10074A10,0x1006DC70,63,shared,body
0x10074A50,0x1006DCB0,53,shared,body
0x10074A90,0x1006DCF0,46,shared,body
0x10074AC0,,81,d3d_only,
0x10074B20,0x1006DD80,70,shared,body
0x10074B70,0x1006DDD0,156,shared,body
0x10074C10,0x1006DE70,417,shared,body
0x10074DC0,0x100168B0,10,shared,body
0x10074DD0,0x1006E030,35,shared,body
0x10074E00,0x10063B60,17,shared,body
0x10074E20,0x1006E080,30,shared,body
0x10074E40,,129,d3d_only,
0x10074ED0,0x1006E130,71,shared,body
0x10074F20,0x1006E180,27,shared,body
0x10074F40,0x1006E1A0,43,shared,body
0x10074F70,0x1006E1D0,77,shared,body
0x10074FC0,0x1006E220,95,shared,body
0x10075020,0x1006E280,201,shared,body
0x10075100,0x1006E360,68,shared,body
0x10075150,0x1006E3B0,56,shared,body
0x10075190,0x1006E3F0,51,shared,body
0x100751D0,0x1006E430,111,shared,body
0x10075240,0x1006E4A0,18,shared,body
0x10075260,0x1006E4C0,99,shared,body
0x100752D0,0x1006E530,34,shared,body
0x10075300,0x1006E560,31,shared,body
0x10075340,0x1006E5A0,19,shared,body
0x10075360,0x1006E5C0,1044,shared,body
0x10075780,0x1006E9E0,132,shared,body
0x10075810,0x1006EA70,130,shared,body
0x100758A0,0x1006EB00,180,shared,body
0x10075960,0x1006EBC0,104,shared,body
0x100759D0,0x1006EC30,1331,shared,body
0x10075F10,0x1006F170,1295,shared,body
0x10076420,0x1006F680,147,shared,body
0x100764C0,0x1006F720,279,shared,body
0x100765E0,,286,d3d_only,
0x10076700,0x1006F970,152,shared,body
0x100767A0,0x1006FA10,123,shared,body
0x10076820,0x1006FA90,369,shared,body
0x100769A0,0x1006FC10,93,shared,body
0x10076A00,0x1006FC70,63,shared,body
0x10076A40,0x1006FCB0,41,shared,body
0x10076A70,0x1006FCE0,104,shared,body
0x10076AE0,0x1006FD50,50,shared,body
0x10076B20,0x1006FD90,368,shared,body
0x10076C90,0x1006FF00,67,shared,body
0x10076CE0,0x1006FFC0,425,shared,body
0x10076E90,0x10070170,54,shared,body
0x10076ED0,0x100701B0,205,shared,body
0x10076FA0,0x10070280,229,shared,body
0x10077090,0x10070370,45,shared,body
0x100770C0,0x100703A0,37,shared,body
0x100770F0,0x100703D0,187,shared,body
0x100771B0,0x10070490,78,shared,body
0x10077200,0x100704E0,272,shared,body
0x10077310,0x100705F0,186,shared,body
0x100773D0,0x100706B0,28,shared,body
0x100773F0,0x100706D0,4143,shared,prefix
0x10078420,0x10071710,695,shared,body
0x100786E0,0x100719D0,1246,shared,body
0x10078BC0,0x10071EB0,70,shared,body
0x10078C10,0x10071F00,31,shared,body
0x10078C30,0x10071F20,75,shared,body
0x10078C80,0x10071F70,67,shared,body
0x10078CD0,0x10071FC0,213,shared,body
0x10078DB0,0x100720A0,87,shared,body
0x10078E10,0x10072100,52,shared,body
0x10078E50,0x10072140,53,shared,body
0x10078E90,0x10072180,53,shared,body
0x10078ED0,0x100721C0,78,shared,body
0x10078F20,0x10072210,391,shared,body
0x100790B0,0x100723A0,40,shared,body
0x100790E0,0x100723D0,239,shared,body
0x100791D0,0x100724C0,434,shared,body
0x10079390,0x10072680,440,shared,body
0x10079550,0x10072840,120,shared,body
0x100795D0,0x100728C0,145,shared,body
0x10079670,0x10019800,10,shared,body
0x10079680,0x10019810,10,shared,body
0x10079690,0x10019820,14,shared,body
0x100796A0,0x10019810,10,shared,body
0x100796B0,,107,d3d_only,
0x10079720,,25,d3d_only,
0x10079740,,215,d3d_only,
0x10079820,,203,d3d_only,
0x100798F0,,408,d3d_only,
0x10079A90,,431,d3d_only,
0x10079C40,,83,d3d_only,
0x10079CA0,,930,d3d_only,
0x1007A070,,24,d3d_only,
0x1007A090,,248,d3d_only,
0x1007A190,,14,d3d_only,
0x1007A1A0,,27,d3d_only,
0x1007A1D0,,21,d3d_only,
0x1007A1F0,,31,d3d_only,
0x1007A210,,70,d3d_only,
0x1007A260,,75,d3d_only,
0x1007A2B0,,73,d3d_only,
0x1007A300,,128,d3d_only,
0x1007A380,,24,d3d_only,
0x1007A3A0,,79,d3d_only,
0x1007A3F0,,92,d3d_only,
0x1007A450,,137,d3d_only,
0x1007A4E0,,164,d3d_only,
0x1007A590,,272,d3d_only,
0x1007A6A0,,67,d3d_only,
0x1007A6F0,,18,d3d_only,
0x1007A710,,192,d3d_only,
0x1007A7D0,,108,d3d_only,
0x1007A840,,244,d3d_only,
0x1007A940,,695,d3d_only,
0x1007AC00,,22,d3d_only,
0x1007AC20,,114,d3d_only,
0x1007AD40,,3111,d3d_only,
0x1007B967,,14,d3d_only,
0x1007B975,,114,d3d_only,
0x1007B9E7,,14,d3d_only,
0x1007BA03,,50,d3d_only,
0x1007BA35,,420,d3d_only,
0x1007BBDE,,379,d3d_only,
0x1007C75C,,93,d3d_only,
0x1007C7D0,,23,d3d_only,
0x1007C7F0,,56,d3d_only,
0x1007C830,,104,d3d_only,
0x1007C8A0,,39,d3d_only,
0x1007C8D0,,13,d3d_only,
0x1007C8E0,,45,d3d_only,
0x1007C910,,50,d3d_only,
0x1007C950,,151,d3d_only,
0x1007C9F0,,40,d3d_only,
0x1007CA20,,420,d3d_only,
0x1007CBD0,,48,d3d_only,
0x1007CC00,,18,d3d_only,
0x1007CC20,,18,d3d_only,
0x1007CC40,,15,d3d_only,
0x1007CC50,,178,d3d_only,
0x1007CD10,0x10060DF0,11,shared,body
0x1007CD20,0x10060DF0,11,shared,body
0x1007CD30,,32,d3d_only,
0x1007CD50,,61,d3d_only,
0x1007CD90,,101,d3d_only,
0x1007CE00,,73,d3d_only,
0x1007CE50,,55,d3d_only,
0x1007CE90,,21,d3d_only,
0x1007CEB0,,74,d3d_only,
0x1007CF00,,14,d3d_only,
0x1007CF10,,55,d3d_only,
0x1007CF50,,316,d3d_only,
0x1007D090,,45,d3d_only,
0x1007D0C0,,131,d3d_only,
0x1007D150,,55,d3d_only,
0x1007D190,,326,d3d_only,
0x1007D2E0,,104,d3d_only,
0x1007D350,,20,d3d_only,
0x1007D370,,68,d3d_only,
0x1007D3C0,,85,d3d_only,
0x1007D420,,432,d3d_only,
0x1007D5D0,,188,d3d_only,
0x1007D690,,20,d3d_only,
0x1007D6B0,,45,d3d_only,
0x1007D6DD,,9,d3d_only,
0x1007D700,,86,d3d_only,
0x1007D760,,60,d3d_only,
0x1007D7A0,,91,d3d_only,
0x1007D800,,42,d3d_only,
0x1007D830,,204,d3d_only,
0x1007D900,,119,d3d_only,
0x1007D990,,127,d3d_only,
0x1007DA10,,32,d3d_only,
0x1007DA30,,34,d3d_only,
0x1007DA52,,104,d3d_only,
0x1007DABA,,35,d3d_only,
0x1007DADD,,9,d3d_only,
0x1007DAE6,,10,d3d_only,
0x1007DAF0,,14,d3d_only,
0x1007DB00,,249,d3d_only,
0x1007DC05,,11,d3d_only,
0x1007DC16,,48,d3d_only,
0x1007DC46,,134,d3d_only,
0x1007DCD0,,128,d3d_only,
0x1007DD50,,153,d3d_only,
0x1007DDF0,,14,d3d_only,
0x1007DE00,,56,d3d_only,
0x1007DE40,,14,d3d_only,
0x1007DE50,,130,d3d_only,
0x1007DEE0,,252,d3d_only,
0x1007DFE0,,16,d3d_only,
0x1007DFF0,,105,d3d_only,
0x1007E060,,115,d3d_only,
0x1007E0E0,,9,d3d_only,
0x1007E0F0,,9,d3d_only,
0x1007E100,,104,d3d_only,
0x1007E170,0x10074580,47,shared,body
0x1007E1A0,,254,d3d_only,
0x1007E2A0,,421,d3d_only,
0x1007E450,,89,d3d_only,
